,TYPE,NAME,HORIZON,MIN,MAX,LogTransform,SIM_1,SIM_2,SIM_3,SIM_4,SIM_5,SIM_6,SIM_7,SIM_8,SIM_9,SIM_10,OPT_1,OPT_2,OPT_3,OPT_4,OPT_5,OPT_6,OPT_7,OPT_8,OPT_9,OPT_10,SIM_100,SIM_101,OPT_100,OPT_101
Vector,hydro,Ks,5,1.00E-05,0.08,1,0.000166922,0.000166922,0.000166922,0.000166922,0.000166922,0.000166922,0.000166922,0.000166922,0.000166922,0.000166922,1,0,1,0,0,0,0,0,1,0,0.003987098,0.040888504,0,0
Vector,hydro,Ψm,1,7.389056099,7.20E+09,0,1138.662658,1138.662658,1138.662658,1138.662658,1138.662658,1138.662658,1138.662658,1138.662658,1138.662658,1138.662658,1,1,0,1,0,0,0,0,0,0,15528.25533,114039.2867,0,0
Vector,hydro,Ψm,2,7.389056099,7.20E+09,0,1716.461305,1716.461305,1716.461305,1716.461305,1716.461305,1716.461305,1716.461305,1716.461305,1716.461305,1716.461305,1,1,0,0,1,1,0,0,0,0,21972.17847,114039.2867,0,0
Vector,hydro,Ψm,3,7.389056099,7.20E+09,0,1716.461305,1716.461305,1716.461305,1716.461305,1716.461305,1716.461305,1716.461305,1716.461305,1716.461305,1716.461305,1,1,0,0,1,0,1,0,0,0,10147.94674,114039.2867,0,0
Vector,hydro,Ψm,4,7.389056099,7.20E+09,0,17444.34798,17444.34798,17444.34798,17444.34798,17444.34798,17444.34798,17444.34798,17444.34798,17444.34798,17444.34798,1,0,1,0,0,0,0,1,0,0,10147.94674,114039.2867,0,0
Vector,hydro,Ψm,5,7.389056099,7.20E+09,0,569185.6476,569185.6476,569185.6476,569185.6476,569185.6476,569185.6476,569185.6476,569185.6476,569185.6476,569185.6476,1,0,1,0,0,0,0,0,1,0,10147.94674,114039.2867,0,0
Vector,hydro,σ,1,0.75,4,0,0.996109295,0.996109295,0.996109295,0.996109295,0.996109295,0.996109295,0.996109295,0.996109295,0.996109295,0.996109295,1,1,0,1,0,0,0,0,0,0,1.742249597,2.941438821,0,0
Vector,hydro,σ,2,0.75,4,0,1.302361198,1.302361198,1.302361198,1.302361198,1.302361198,1.302361198,1.302361198,1.302361198,1.302361198,1.302361198,1,1,0,0,1,1,0,0,0,0,1.897399566,2.941438821,0,0
Vector,hydro,σ,3,0.75,4,0,1.302361198,1.302361198,1.302361198,1.302361198,1.302361198,1.302361198,1.302361198,1.302361198,1.302361198,1.302361198,1,1,0,0,1,0,1,0,0,0,2.054512107,2.941438821,0,0
Vector,hydro,σ,4,0.75,4,0,1.739878175,1.739878175,1.739878175,1.739878175,1.739878175,1.739878175,1.739878175,1.739878175,1.739878175,1.739878175,1,0,1,0,0,0,0,1,0,0,2.054512107,2.941438821,0,0
Vector,hydro,σ,5,0.75,4,0,2.898311953,2.898311953,2.898311953,2.898311953,2.898311953,2.898311953,2.898311953,2.898311953,2.898311953,2.898311953,1,0,1,0,0,0,0,0,1,0,2.054512107,2.941438821,0,0
Vector,hydro,θsMacMat_ƞ,1,0.75,1,0,0.987935438,0.987935438,0.987935438,0.987935438,0.987935438,0.987935438,0.987935438,0.987935438,0.987935438,0.987935438,1,1,0,1,0,0,0,0,0,0,0.809037344,0.832329491,0,0
Vector,hydro,θsMacMat_ƞ,2,0.75,1,0,0.772099213,0.772099213,0.772099213,0.772099213,0.772099213,0.772099213,0.772099213,0.772099213,0.772099213,0.772099213,1,1,0,0,1,1,0,0,0,0,0.76745718,0.832329491,0,0
Vector,hydro,θsMacMat_ƞ,3,0.75,1,0,0.772099213,0.772099213,0.772099213,0.772099213,0.772099213,0.772099213,0.772099213,0.772099213,0.772099213,0.772099213,1,1,0,0,1,0,1,0,0,0,0.861698928,0.832329491,0,0
Vector,hydro,θsMacMat_ƞ,4,0.8,1,0,0.807174458,0.807174458,0.807174458,0.807174458,0.807174458,0.807174458,0.807174458,0.807174458,0.807174458,0.807174458,1,0,1,0,0,0,0,1,0,0,0.861698928,0.832329491,0,0
Vector,hydro,θsMacMat_ƞ,5,0.8,1,0,0.835675812,0.835675812,0.835675812,0.835675812,0.835675812,0.835675812,0.835675812,0.835675812,0.835675812,0.835675812,1,0,1,0,0,0,0,0,1,0,0.861698928,0.832329491,0,0
Vector,hydro,σMac,1,0.2,0.8,0,0.7675,0.7675,0.7675,0.7675,0.7675,0.7675,0.7675,0.7675,0.7675,0.7675,0,0,0,0,0,0,0,0,0,0,0.7675,0.7675,0,0
Vector,hydro,σMac,2,0.2,0.8,0,0.7675,0.7675,0.7675,0.7675,0.7675,0.7675,0.7675,0.7675,0.7675,0.7675,0,0,0,0,0,0,0,0,0,0,0.7675,0.7675,0,0
Vector,hydro,σMac,3,0.2,0.8,0,0.7675,0.7675,0.7675,0.7675,0.7675,0.7675,0.7675,0.7675,0.7675,0.7675,0,0,0,0,0,0,0,0,0,0,0.7675,0.7675,0,0
Vector,hydro,σMac,4,0.2,0.8,0,0.7675,0.7675,0.7675,0.7675,0.7675,0.7675,0.7675,0.7675,0.7675,0.7675,0,0,0,0,0,0,0,0,0,0,0.7675,0.7675,0,0
Vector,hydro,σMac,5,0.2,0.8,0,0.7675,0.7675,0.7675,0.7675,0.7675,0.7675,0.7675,0.7675,0.7675,0.7675,0,0,0,0,0,0,0,0,0,0,0.7675,0.7675,0,0
Vector,hydro,ΨmMac,1,1,390,0,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,10,10,0,0
Vector,hydro,ΨmMac,2,1,390,0,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,10,10,0,0
Vector,hydro,ΨmMac,3,1,390,0,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,10,10,0,0
Vector,hydro,ΨmMac,4,1,390,0,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,10,10,0,0
Vector,hydro,ΨmMac,5,1,390,0,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,10,10,0,0
Vector,hydro,So,1,0,0.00001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vector,hydro,So,2,0,0.00001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vector,hydro,So,3,0,0.00001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vector,hydro,So,4,0,0.00001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vector,hydro,So,5,0,0.00001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
