Id,SoilIdx,Soilname,DrainageClass,ImpermeableDepth_mm,SlowDepth_mm,MaxRootingDepth_mm,RootBarrierFHNum,PermeabilityClass,ParamLevel,WRC_PAW_mm,WRC_AW_mm_90cm,WRC_RAW_mm,WRC_RAW_mm_90cm,SoilRockClass,RockDepth_mm,top_mm,depth_mm,FHThickness_mm,Stone_Prop,StoneIs_zbFe,SmapFH,RockClass,BulkDensity_t_m3,Sand_Prop,Clay_Prop,FHSpecial,IsTopsoil,WRC_0kPa
19243228000191011,1924322800019101,Invr_19a.1,2,1000.0,260.0,1000.0,0,1,2,171.7,154.2,46.2,42.3,Hm,1000.0,0,260.0,260.0,0.0,0,tYw,NoAdj,0.87,0.0,0.52,0,1,57.6
19243228000191012,1924322800019101,Invr_19a.1,2,1000.0,260.0,1000.0,0,1,2,171.7,154.2,46.2,42.3,Hm,1000.0,260.0,500.0,240.0,0.0,0,YC,NoAdj,1.01,0.0,0.44,0,0,49.1
19243228000191013,1924322800019101,Invr_19a.1,2,1000.0,260.0,1000.0,0,1,2,171.7,154.2,46.2,42.3,Hm,1000.0,500.0,700.0,200.0,0.0,0,YFs,NoAdj,1.01,0.025,0.4,0,0,50.0
19243228000191014,1924322800019101,Invr_19a.1,2,1000.0,260.0,1000.0,0,1,2,171.7,154.2,46.2,42.3,Hm,1000.0,700.0,1000.0,300.0,0.0,0,YC,NoAdj,1.01,0.025,0.4,0,0,48.6
19243228000011011,1924322800001101,Invr_1a.1,2,1000.0,645.0,1000.0,0,1,2,123.1,111.5,37.0,34.0,Hs,1000.0,0,210.0,210.0,0.0,0,tYw,NoAdj,0.87,0.1,0.675,0,1,61.1
19243228000011012,1924322800001101,Invr_1a.1,2,1000.0,645.0,1000.0,0,1,2,123.1,111.5,37.0,34.0,Hs,1000.0,210.0,645.0,435.0,0.0,0,YFs,NoAdj,1.01,0.1,0.675,0,0,56.4
19243228000011013,1924322800001101,Invr_1a.1,2,1000.0,645.0,1000.0,0,1,2,123.1,111.5,37.0,34.0,Hs,1000.0,645.0,1000.0,355.0,0.0,0,YC,NoAdj,1.01,0.1,0.7,0,0,55.4
19243228000012011,1924322800001201,Invr_1b.1,2,1000.0,645.0,1000.0,0,5,2,124.7,113.0,44.8,41.3,Ss,1000.0,0,210.0,210.0,0.0,0,tYw,NoAdj,0.87,0.1,0.675,0,1,60.8
19243228000012012,1924322800001201,Invr_1b.1,2,1000.0,645.0,1000.0,0,5,2,124.7,113.0,44.8,41.3,Ss,1000.0,210.0,645.0,435.0,0.0,0,YFs,NoAdj,1.01,0.1,0.675,0,0,54.4
19243228000012013,1924322800001201,Invr_1b.1,2,1000.0,645.0,1000.0,0,5,2,124.7,113.0,44.8,41.3,Ss,1000.0,645.0,1000.0,355.0,0.0,0,YC,NoAdj,1.01,0.1,0.7,0,0,53.4
19243228000013021,1924322800001302,Invr_1c.2,2,1000.0,825.0,825.0,3,5,2,120.6,120.6,41.0,41.0,Sc,1000.0,0,225.0,225.0,0.0,0,tYw,NoAdj,0.87,0.25,0.375,0,1,54.4
19243228000013022,1924322800001302,Invr_1c.2,2,1000.0,825.0,825.0,3,5,2,120.6,120.6,41.0,41.0,Sc,1000.0,225.0,800.0,575.0,0.0,0,YFs,NoAdj,1.01,0.25,0.375,0,0,47.5
19243228000013023,1924322800001302,Invr_1c.2,2,1000.0,825.0,825.0,3,5,2,120.6,120.6,41.0,41.0,Sc,1000.0,800.0,1000.0,200.0,0.0,0,YC,NoAdj,1.01,0.25,0.375,0,0,45.0
19243228000201011,1924322800020101,Invr_20a.1,2,1000.0,400.0,1000.0,0,5,2,141.8,125.1,41.3,37.3,Hs,1000.0,0,330.0,330.0,0.0,0,tYFs,NoAdj,0.87,0.265,0.535,0,1,56.4
19243228000201012,1924322800020101,Invr_20a.1,2,1000.0,400.0,1000.0,0,5,2,141.8,125.1,41.3,37.3,Hs,1000.0,330.0,400.0,70.0,0.0,0,YFs,NoAdj,1.01,0.01,0.55,0,0,53.5
19243228000201013,1924322800020101,Invr_20a.1,2,1000.0,400.0,1000.0,0,5,2,141.8,125.1,41.3,37.3,Hs,1000.0,400.0,750.0,350.0,0.0,0,YC,NoAdj,1.01,0.1,0.43,0,0,47.5
19243228000201014,1924322800020101,Invr_20a.1,2,1000.0,400.0,1000.0,0,5,2,141.8,125.1,41.3,37.3,Hs,1000.0,750.0,1000.0,250.0,0.0,0,YC,NoAdj,1.01,0.12,0.39,0,0,46.9
19243228000022011,1924322800002201,Invr_2b.1,2,1000.0,700.0,1000.0,0,5,2,157.5,141.8,44.7,41.0,Hs,1000.0,0,225.0,225.0,0.0,0,tYw,NoAdj,0.87,0.015,0.575,0,1,58.8
19243228000022012,1924322800002201,Invr_2b.1,2,1000.0,700.0,1000.0,0,5,2,157.5,141.8,44.7,41.0,Hs,1000.0,225.0,700.0,475.0,0.0,0,Yw,NoAdj,0.86,0.015,0.725,0,0,56.4
19243228000022013,1924322800002201,Invr_2b.1,2,1000.0,700.0,1000.0,0,5,2,157.5,141.8,44.7,41.0,Hs,1000.0,700.0,1000.0,300.0,0.0,0,YC,NoAdj,1.01,0.02,0.54,0,0,51.5
19243228000031011,1924322800003101,Invr_3a.1,2,1000.0,450.0,1000.0,0,5,2,119.5,108.5,35.5,32.5,Rh,1000.0,0,125.0,125.0,0.0,0,tLw,NoAdj,0.94,0.35,0.225,0,1,57.8
19243228000031012,1924322800003101,Invr_3a.1,2,1000.0,450.0,1000.0,0,5,2,119.5,108.5,35.5,32.5,Rh,1000.0,125.0,525.0,400.0,0.0,0,YFf,NoAdj,1.39,0.2,0.75,0,0,63.4
19243228000031013,1924322800003101,Invr_3a.1,2,1000.0,450.0,1000.0,0,5,2,119.5,108.5,35.5,32.5,Rh,1000.0,525.0,1000.0,475.0,0.0,0,Yw,NoAdj,0.86,0.2,0.75,0,0,63.4
19281929180011011,1928192918001101,Irish_1a.1,5,1000.0,1000.0,1000.0,0,3,2,123.2,116.9,61.8,57.9,Hs,1000.0,0,150.0,150.0,0.0,0,tLw,NoAdj,1.09,0.25,0.15,0,1,54.5
19281929180011012,1928192918001101,Irish_1a.1,5,1000.0,1000.0,1000.0,0,3,2,123.2,116.9,61.8,57.9,Hs,1000.0,150.0,365.0,215.0,0.045,0,Lw,Hs,1.42,0.25,0.15,0,0,48.6
19281929180011013,1928192918001101,Irish_1a.1,5,1000.0,1000.0,1000.0,0,3,2,123.2,116.9,61.8,57.9,Hs,1000.0,365.0,515.0,150.0,0.425,0,VLl,Hs,1.42,0.55,0.1,0,0,43.2
19281929180011014,1928192918001101,Irish_1a.1,5,1000.0,1000.0,1000.0,0,3,2,123.2,116.9,61.8,57.9,Hs,1000.0,515.0,1015.0,500.0,0.675,0,VAl,Hs,1.42,0.825,0.02,0,0,41.1
19282524170011011,1928252417001101,Irong_1a.1,2,1000.0,1000.0,1000.0,0,3,2,213.6,194.4,88.7,78.6,Hs,1000.0,0,75.0,75.0,0.0,0,tLw,NoAdj,0.94,0.25,0.2,0,1,49.1
19282524170011012,1928252417001101,Irong_1a.1,2,1000.0,1000.0,1000.0,0,3,2,213.6,194.4,88.7,78.6,Hs,1000.0,75.0,575.0,500.0,0.0,0,Lw,NoAdj,1.22,0.25,0.2,0,0,50.1
19282524170011013,1928252417001101,Irong_1a.1,2,1000.0,1000.0,1000.0,0,3,2,213.6,194.4,88.7,78.6,Hs,1000.0,575.0,1000.0,425.0,0.0,0,Aw,NoAdj,1.38,0.9,0.025,0,0,44.3
19282524170011021,1928252417001102,Irong_1a.2,2,1000.0,1000.0,1000.0,0,3,2,203.4,184.8,89.2,79.4,Hs,1000.0,0,75.0,75.0,0.0,0,tLw,NoAdj,0.94,0.275,0.2,0,1,48.9
19282524170011022,1928252417001102,Irong_1a.2,2,1000.0,1000.0,1000.0,0,3,2,203.4,184.8,89.2,79.4,Hs,1000.0,75.0,475.0,400.0,0.0,0,Lw,NoAdj,1.22,0.275,0.2,0,0,49.8
19282524170011023,1928252417001102,Irong_1a.2,2,1000.0,1000.0,1000.0,0,3,2,203.4,184.8,89.2,79.4,Hs,1000.0,475.0,1000.0,525.0,0.0,0,Aw,NoAdj,1.38,0.9,0.025,0,0,44.0
19321528000042011,1932152800004201,Iver_4b.1,4,1000.0,100.0,1000.0,0,1,3,153.9,143.2,69.1,62.9,Sc,1000.0,0,100.0,100.0,0.0,0,tLw,NoAdj,1.41,0.4,0.115,0,1,48.3
19321528000042012,1932152800004201,Iver_4b.1,4,1000.0,100.0,1000.0,0,1,3,153.9,143.2,69.1,62.9,Sc,1000.0,100.0,325.0,225.0,0.0,0,LCs,NoAdj,1.53,0.4,0.115,0,0,42.8
19321528000042013,1932152800004201,Iver_4b.1,4,1000.0,100.0,1000.0,0,1,3,153.9,143.2,69.1,62.9,Sc,1000.0,325.0,1000.0,675.0,0.525,0,VAc,Sc,1.42,0.65,0.065,0,0,48.3
20111321000011011,2011132100001101,Jack_1a.1,3,1000.0,1000.0,1000.0,0,2,2,182.3,167.4,83.8,74.9,Hs,1000.0,0,250.0,250.0,0.0,0,tLw,NoAdj,1.09,0.25,0.215,0,1,59.9
20111321000011012,2011132100001101,Jack_1a.1,3,1000.0,1000.0,1000.0,0,2,2,182.3,167.4,83.8,74.9,Hs,1000.0,250.0,500.0,250.0,0.0,0,Lw,NoAdj,1.42,0.25,0.215,0,0,51.4
20111321000011013,2011132100001101,Jack_1a.1,3,1000.0,1000.0,1000.0,0,2,2,182.3,167.4,83.8,74.9,Hs,1000.0,500.0,750.0,250.0,0.025,0,LFs,Hs,1.53,0.25,0.215,0,0,47.1
20111321000011014,2011132100001101,Jack_1a.1,3,1000.0,1000.0,1000.0,0,2,2,182.3,167.4,83.8,74.9,Hs,1000.0,750.0,1000.0,250.0,0.15,0,SAs,Hs,1.42,0.675,0.04,0,0,36.7
20112315290061011,2011231529006101,James_6a.1,5,750.0,755.0,755.0,0,7,2,190.6,190.6,80.9,80.9,An,750.0,0,125.0,125.0,0.475,1,tbVLc,NoAdj,0.78,0.1,0.2,0,1,71.5
20112315290061012,2011231529006101,James_6a.1,5,750.0,755.0,755.0,0,7,2,190.6,190.6,80.9,80.9,An,750.0,125.0,375.0,250.0,0.475,1,bVLc,NoAdj,1.3,0.1,0.2,0,0,76.6
20112315290061013,2011231529006101,James_6a.1,5,750.0,755.0,755.0,0,7,2,190.6,190.6,80.9,80.9,An,750.0,375.0,750.0,375.0,0.225,1,bSLw,NoAdj,0.86,0.1,0.2,0,0,76.4
20112315290081011,2011231529008101,James_8a.1,5,1000.0,425.0,425.0,3,5,2,101.1,101.1,43.3,43.3,An,1000.0,0,220.0,220.0,0.075,1,tbSLw,NoAdj,0.78,0.65,0.125,0,1,69.0
20112315290081012,2011231529008101,James_8a.1,5,1000.0,425.0,425.0,3,5,2,101.1,101.1,43.3,43.3,An,1000.0,220.0,420.0,200.0,0.25,1,bSLw,NoAdj,0.86,0.65,0.125,0,0,72.3
20112315290081013,2011231529008101,James_8a.1,5,1000.0,425.0,425.0,3,5,2,101.1,101.1,43.3,43.3,An,1000.0,420.0,990.0,570.0,0.25,1,bSLCf,NoAdj,1.3,0.65,0.125,0,0,66.2
20151616290041011,2015161629004101,Jeffs_4a.1,3,1000.0,630.0,1000.0,0,5,2,103.4,97.8,38.2,36.5,Ba,1000.0,0,170.0,170.0,0.0,0,tLw,NoAdj,1.09,0.4,0.325,0,1,57.6
20151616290041012,2015161629004101,Jeffs_4a.1,3,1000.0,630.0,1000.0,0,5,2,103.4,97.8,38.2,36.5,Ba,1000.0,170.0,645.0,475.0,0.0,0,Lw,NoAdj,1.42,0.4,0.325,0,0,48.3
20151616290041013,2015161629004101,Jeffs_4a.1,3,1000.0,630.0,1000.0,0,5,2,103.4,97.8,38.2,36.5,Ba,1000.0,645.0,1000.0,355.0,0.0,0,YC,NoAdj,1.26,0.25,0.575,0,0,53.2
20151616290042021,2015161629004202,Jeffs_4b.2,3,1000.0,600.0,1000.0,0,5,2,135.1,126.9,49.4,46.7,Ba,1000.0,0,250.0,250.0,0.0,0,tLw,NoAdj,1.09,0.225,0.27,0,1,57.5
20151616290042022,2015161629004202,Jeffs_4b.2,3,1000.0,600.0,1000.0,0,5,2,135.1,126.9,49.4,46.7,Ba,1000.0,250.0,575.0,325.0,0.025,0,Lw,Ba,1.42,0.225,0.27,0,0,48.6
20151616290042023,2015161629004202,Jeffs_4b.2,3,1000.0,600.0,1000.0,0,5,2,135.1,126.9,49.4,46.7,Ba,1000.0,575.0,1000.0,425.0,0.025,0,YC,Ba,1.26,0.1,0.48,0,0,52.0
20153319000011011,2015331900001101,Jewi_1a.1,4,1000.0,1000.0,1000.0,0,2,2,152.6,140.9,55.5,51.2,Ts,1000.0,0,275.0,275.0,0.0,0,tLw,NoAdj,1.09,0.2,0.275,0,1,57.6
20153319000011012,2015331900001101,Jewi_1a.1,4,1000.0,1000.0,1000.0,0,2,2,152.6,140.9,55.5,51.2,Ts,1000.0,275.0,350.0,75.0,0.0,0,tLw,NoAdj,1.09,0.2,0.3,0,1,54.7
20153319000011013,2015331900001101,Jewi_1a.1,4,1000.0,1000.0,1000.0,0,2,2,152.6,140.9,55.5,51.2,Ts,1000.0,350.0,550.0,200.0,0.0,0,Lw,NoAdj,1.42,0.2,0.3,0,0,49.3
20153319000011014,2015331900001101,Jewi_1a.1,4,1000.0,1000.0,1000.0,0,2,2,152.6,140.9,55.5,51.2,Ts,1000.0,550.0,1000.0,450.0,0.0,0,LFs,NoAdj,1.53,0.2,0.3,0,0,47.2
20252814000011011,2025281400001101,Jord_1a.1,3,450.0,460.0,460.0,4,5,2,78.7,78.7,32.6,32.6,Hs,1000.0,0,150.0,150.0,0.0,0,tLw,NoAdj,1.22,0.1,0.175,0,1,52.4
20252814000011012,2025281400001101,Jord_1a.1,3,450.0,460.0,460.0,4,5,2,78.7,78.7,32.6,32.6,Hs,1000.0,150.0,325.0,175.0,0.0,0,Lw,NoAdj,1.42,0.1,0.175,0,0,45.7
20252814000011013,2025281400001101,Jord_1a.1,3,450.0,460.0,460.0,4,5,2,78.7,78.7,32.6,32.6,Hs,1000.0,325.0,450.0,125.0,0.0,0,LFf,NoAdj,1.61,0.05,0.3,0,0,40.4
20252814000011014,2025281400001101,Jord_1a.1,3,450.0,460.0,460.0,4,5,2,78.7,78.7,32.6,32.6,Hs,1000.0,450.0,1000.0,550.0,0.0,0,LCf,NoAdj,1.61,0.125,0.325,0,0,37.9
20252814000021011,2025281400002101,Jord_2a.1,2,570.0,375.0,575.0,4,5,2,79.0,79.0,33.8,33.8,Hs,1000.0,0,190.0,190.0,0.0,0,tLw,NoAdj,1.22,0.15,0.225,0,1,50.8
20252814000021012,2025281400002101,Jord_2a.1,2,570.0,375.0,575.0,4,5,2,79.0,79.0,33.8,33.8,Hs,1000.0,190.0,375.0,185.0,0.0,0,LCs,NoAdj,1.53,0.15,0.225,0,0,43.1
20252814000021013,2025281400002101,Jord_2a.1,2,570.0,375.0,575.0,4,5,2,79.0,79.0,33.8,33.8,Hs,1000.0,375.0,575.0,200.0,0.0,0,YC,NoAdj,1.26,0.055,0.45,0,0,42.0
20252814000021014,2025281400002101,Jord_2a.1,2,570.0,375.0,575.0,4,5,2,79.0,79.0,33.8,33.8,Hs,1000.0,575.0,700.0,125.0,0.0,0,LCf,NoAdj,1.61,0.15,0.225,0,0,36.8
20252814000021015,2025281400002101,Jord_2a.1,2,570.0,375.0,575.0,4,5,2,79.0,79.0,33.8,33.8,Hs,1000.0,700.0,1000.0,300.0,0.6,0,VLc,Hs,1.53,0.15,0.225,0,0,37.0
20252814000031011,2025281400003101,Jord_3a.1,2,470.0,475.0,475.0,3,5,2,78.2,78.2,34.6,34.6,Hs,1000.0,0,300.0,300.0,0.0,0,tLw,NoAdj,1.22,0.15,0.215,0,1,49.4
20252814000031012,2025281400003101,Jord_3a.1,2,470.0,475.0,475.0,3,5,2,78.2,78.2,34.6,34.6,Hs,1000.0,300.0,475.0,175.0,0.0,0,Lw,NoAdj,1.42,0.15,0.225,0,0,42.2
20252814000031013,2025281400003101,Jord_3a.1,2,470.0,475.0,475.0,3,5,2,78.2,78.2,34.6,34.6,Hs,1000.0,475.0,800.0,325.0,0.0,0,YC,NoAdj,1.26,0.15,0.45,0,0,42.1
20252814000031014,2025281400003101,Jord_3a.1,2,470.0,475.0,475.0,3,5,2,78.2,78.2,34.6,34.6,Hs,1000.0,800.0,1025.0,225.0,0.0,0,LCf,NoAdj,1.61,0.15,0.225,0,0,35.4
20311414000011011,2031141400001101,Judd_1a.1,2,1000.0,325.0,850.0,0,5,3,206.5,185.5,58.8,53.2,Hs,1000.0,0,300.0,300.0,0.0,0,LCs,NoAdj,1.53,0.175,0.275,0,0,49.1
20311414000011012,2031141400001101,Judd_1a.1,2,1000.0,325.0,850.0,0,5,3,206.5,185.5,58.8,53.2,Hs,1000.0,300.0,1000.0,700.0,0.0,0,LCs,NoAdj,1.53,0.275,0.225,0,0,44.5
21111133000121011,2111113300012101,Kaaw_12a.1,4,1000.0,1000.0,1000.0,0,2,2,145.8,133.2,30.8,28.5,Rh,1000.0,0,125.0,125.0,0.0,0,tLFf,NoAdj,1.22,0.35,0.25,0,1,58.5
21111133000121012,2111113300012101,Kaaw_12a.1,4,1000.0,1000.0,1000.0,0,2,2,145.8,133.2,30.8,28.5,Rh,1000.0,125.0,500.0,375.0,0.0,0,YFs,NoAdj,1.26,0.25,0.6,0,0,73.8
21111133000121013,2111113300012101,Kaaw_12a.1,4,1000.0,1000.0,1000.0,0,2,2,145.8,133.2,30.8,28.5,Rh,1000.0,500.0,1000.0,500.0,0.0,0,YFf,NoAdj,1.54,0.25,0.7,0,0,71.6
21111133000131011,2111113300013101,Kaaw_13a.1,4,1000.0,1000.0,1000.0,0,2,2,136.7,125.2,43.7,40.0,Ss,1025.0,0,75.0,75.0,0.0,0,tYw,NoAdj,1.08,0.06,0.45,0,1,58.0
21111133000131012,2111113300013101,Kaaw_13a.1,4,1000.0,1000.0,1000.0,0,2,2,136.7,125.2,43.7,40.0,Ss,1025.0,75.0,350.0,275.0,0.075,0,SYw,Ss,1.26,0.06,0.5,0,0,47.7
21111133000131013,2111113300013101,Kaaw_13a.1,4,1000.0,1000.0,1000.0,0,2,2,136.7,125.2,43.7,40.0,Ss,1025.0,350.0,1025.0,675.0,0.175,0,YFs,Ss,1.26,0.06,0.6,0,0,50.0
21111133000091011,2111113300009101,Kaaw_9a.1,4,1000.0,1000.0,1000.0,0,2,2,120.2,112.2,26.9,25.0,Hm,975.0,0,100.0,100.0,0.0,0,tYFf,NoAdj,1.08,0.15,0.65,0,1,67.1
21111133000091012,2111113300009101,Kaaw_9a.1,4,1000.0,1000.0,1000.0,0,2,2,120.2,112.2,26.9,25.0,Hm,975.0,100.0,650.0,550.0,0.0,0,YFf,NoAdj,1.54,0.15,0.65,0,0,56.3
21111133000091013,2111113300009101,Kaaw_9a.1,4,1000.0,1000.0,1000.0,0,2,2,120.2,112.2,26.9,25.0,Hm,975.0,650.0,975.0,325.0,0.0,0,YFf,NoAdj,1.54,0.15,0.65,0,0,56.5
21111831000011011,2111183100001101,Kahu_1a.1,5,1000.0,600.0,600.0,3,5,2,118.0,118.0,56.1,56.1,Rh,1000.0,0,175.0,175.0,0.0,1,tzLw,NoAdj,0.91,0.3,0.225,0,1,70.0
21111831000011012,2111183100001101,Kahu_1a.1,5,1000.0,600.0,600.0,3,5,2,118.0,118.0,56.1,56.1,Rh,1000.0,175.0,625.0,450.0,0.0,1,zLFf,NoAdj,1.3,0.3,0.225,0,0,65.8
21111831000011013,2111183100001101,Kahu_1a.1,5,1000.0,600.0,600.0,3,5,2,118.0,118.0,56.1,56.1,Rh,1000.0,625.0,1000.0,375.0,0.0,1,zYFf,NoAdj,1.54,0.225,0.65,0,0,68.6
21111911000121011,2111191100012101,Kaia_12a.1,3,1000.0,1000.0,1000.0,0,2,2,131.9,119.3,60.0,54.1,Hs,1000.0,0,200.0,200.0,0.0,0,tLw,NoAdj,1.09,0.5,0.2,0,1,48.7
21111911000121012,2111191100012101,Kaia_12a.1,3,1000.0,1000.0,1000.0,0,2,2,131.9,119.3,60.0,54.1,Hs,1000.0,200.0,1000.0,800.0,0.0,0,Lw,NoAdj,1.3,0.55,0.225,0,0,44.5
21111911000121021,2111191100012102,Kaia_12a.2,3,1000.0,1000.0,1000.0,0,2,2,220.7,199.4,93.2,83.0,Hs,1000.0,0,215.0,215.0,0.0,0,tLw,NoAdj,1.09,0.04,0.16,0,1,53.8
21111911000121022,2111191100012102,Kaia_12a.2,3,1000.0,1000.0,1000.0,0,2,2,220.7,199.4,93.2,83.0,Hs,1000.0,215.0,1000.0,785.0,0.0,0,Lw,NoAdj,1.3,0.3,0.16,0,0,49.1
21111911000121031,2111191100012103,Kaia_12a.3,3,1000.0,1000.0,1000.0,0,2,2,145.7,131.2,75.3,67.5,Hs,1000.0,0,225.0,225.0,0.0,0,tLw,NoAdj,1.09,0.65,0.125,0,1,48.1
21111911000121032,2111191100012103,Kaia_12a.3,3,1000.0,1000.0,1000.0,0,2,2,145.7,131.2,75.3,67.5,Hs,1000.0,225.0,1000.0,775.0,0.0,0,Lw,NoAdj,1.3,0.65,0.125,0,0,45.5
21111911000131011,2111191100013101,Kaia_13a.1,3,1000.0,1000.0,1000.0,0,9,2,181.4,165.4,87.0,77.6,Hs,1000.0,0,225.0,225.0,0.0,0,tLw,NoAdj,1.09,0.2,0.2,0,1,52.2
21111911000131012,2111191100013101,Kaia_13a.1,3,1000.0,1000.0,1000.0,0,9,2,181.4,165.4,87.0,77.6,Hs,1000.0,225.0,375.0,150.0,0.0,0,Aw,NoAdj,1.38,0.8,0.05,0,0,46.6
21111911000131013,2111191100013101,Kaia_13a.1,3,1000.0,1000.0,1000.0,0,9,2,181.4,165.4,87.0,77.6,Hs,1000.0,375.0,675.0,300.0,0.0,0,LCs,NoAdj,1.3,0.4,0.15,0,0,46.2
21111911000131014,2111191100013101,Kaia_13a.1,3,1000.0,1000.0,1000.0,0,9,2,181.4,165.4,87.0,77.6,Hs,1000.0,675.0,975.0,300.0,0.0,0,Aw,NoAdj,1.38,0.8,0.03,0,0,46.5
21111911000141011,2111191100014101,Kaia_14a.1,3,1000.0,1000.0,1000.0,0,2,2,222.3,200.1,88.3,78.4,Hs,1000.0,0,225.0,225.0,0.0,0,tLw,NoAdj,1.09,0.25,0.16,0,1,52.1
21111911000141012,2111191100014101,Kaia_14a.1,3,1000.0,1000.0,1000.0,0,2,2,222.3,200.1,88.3,78.4,Hs,1000.0,225.0,375.0,150.0,0.0,0,Lw,NoAdj,1.3,0.25,0.16,0,0,49.7
21111911000141013,2111191100014101,Kaia_14a.1,3,1000.0,1000.0,1000.0,0,2,2,222.3,200.1,88.3,78.4,Hs,1000.0,375.0,625.0,250.0,0.0,0,LCs,NoAdj,1.3,0.1,0.2,0,0,49.1
21111911000141014,2111191100014101,Kaia_14a.1,3,1000.0,1000.0,1000.0,0,2,2,222.3,200.1,88.3,78.4,Hs,1000.0,625.0,1000.0,375.0,0.0,0,Lw,NoAdj,1.3,0.25,0.175,0,0,49.0
21111911000141021,2111191100014102,Kaia_14a.2,3,1000.0,1000.0,1000.0,0,2,2,219.0,197.4,85.6,74.6,Hs,1000.0,0,230.0,230.0,0.0,0,tLw,NoAdj,1.09,0.1,0.2,0,1,53.0
21111911000141022,2111191100014102,Kaia_14a.2,3,1000.0,1000.0,1000.0,0,2,2,219.0,197.4,85.6,74.6,Hs,1000.0,230.0,580.0,350.0,0.0,0,Lw,NoAdj,1.3,0.125,0.2,0,0,49.8
21111911000141023,2111191100014102,Kaia_14a.2,3,1000.0,1000.0,1000.0,0,2,2,219.0,197.4,85.6,74.6,Hs,1000.0,580.0,730.0,150.0,0.0,0,LCs,NoAdj,1.3,0.175,0.185,0,0,48.4
21111911000141024,2111191100014102,Kaia_14a.2,3,1000.0,1000.0,1000.0,0,2,2,219.0,197.4,85.6,74.6,Hs,1000.0,730.0,1030.0,300.0,0.0,0,Lw,NoAdj,1.3,0.4,0.14,0,0,48.6
21111911000141031,2111191100014103,Kaia_14a.3,3,1000.0,1000.0,1000.0,0,2,2,224.7,200.5,81.5,71.9,Hs,1000.0,0,230.0,230.0,0.0,0,tLw,NoAdj,1.09,0.1,0.2,0,1,53.0
21111911000141032,2111191100014103,Kaia_14a.3,3,1000.0,1000.0,1000.0,0,2,2,224.7,200.5,81.5,71.9,Hs,1000.0,230.0,580.0,350.0,0.016666666666666666,0,Lw,Hs,1.3,0.125,0.2,0,0,49.8
21111911000141033,2111191100014103,Kaia_14a.3,3,1000.0,1000.0,1000.0,0,2,2,224.7,200.5,81.5,71.9,Hs,1000.0,580.0,730.0,150.0,0.016666666666666666,0,LCs,Hs,1.3,0.175,0.185,0,0,48.4
21111911000141034,2111191100014103,Kaia_14a.3,3,1000.0,1000.0,1000.0,0,2,2,224.7,200.5,81.5,71.9,Hs,1000.0,730.0,1030.0,300.0,0.016666666666666666,0,Lw,Hs,1.3,0.175,0.14,0,0,49.9
21111911000142011,2111191100014201,Kaia_14b.1,3,1000.0,1000.0,1000.0,0,2,2,222.3,200.1,88.3,78.4,Hs,1000.0,0,225.0,225.0,0.0,0,tLw,NoAdj,1.09,0.25,0.16,0,1,52.1
21111911000142012,2111191100014201,Kaia_14b.1,3,1000.0,1000.0,1000.0,0,2,2,222.3,200.1,88.3,78.4,Hs,1000.0,225.0,375.0,150.0,0.0,0,Lw,NoAdj,1.3,0.25,0.16,0,0,49.7
21111911000142013,2111191100014201,Kaia_14b.1,3,1000.0,1000.0,1000.0,0,2,2,222.3,200.1,88.3,78.4,Hs,1000.0,375.0,625.0,250.0,0.0,0,LCs,NoAdj,1.3,0.1,0.2,0,0,49.1
21111911000142014,2111191100014201,Kaia_14b.1,3,1000.0,1000.0,1000.0,0,2,2,222.3,200.1,88.3,78.4,Hs,1000.0,625.0,1000.0,375.0,0.0,0,Lw,NoAdj,1.3,0.25,0.175,0,0,49.0
21111911000142021,2111191100014202,Kaia_14b.2,3,1000.0,1000.0,1000.0,0,2,2,219.0,197.4,85.6,74.6,Hs,1000.0,0,230.0,230.0,0.0,0,tLw,NoAdj,1.09,0.1,0.2,0,1,53.0
21111911000142022,2111191100014202,Kaia_14b.2,3,1000.0,1000.0,1000.0,0,2,2,219.0,197.4,85.6,74.6,Hs,1000.0,230.0,580.0,350.0,0.0,0,Lw,NoAdj,1.3,0.125,0.2,0,0,49.8
21111911000142023,2111191100014202,Kaia_14b.2,3,1000.0,1000.0,1000.0,0,2,2,219.0,197.4,85.6,74.6,Hs,1000.0,580.0,730.0,150.0,0.0,0,LCs,NoAdj,1.3,0.175,0.185,0,0,48.4
21111911000142024,2111191100014202,Kaia_14b.2,3,1000.0,1000.0,1000.0,0,2,2,219.0,197.4,85.6,74.6,Hs,1000.0,730.0,1030.0,300.0,0.0,0,Lw,NoAdj,1.3,0.4,0.14,0,0,48.6
21111911000161011,2111191100016101,Kaia_16a.1,3,1000.0,1000.0,1000.0,0,9,2,151.4,144.4,75.9,71.7,Hs,1000.0,0,215.0,215.0,0.0,0,tLw,NoAdj,1.09,0.4,0.14,0,1,51.2
21111911000161012,2111191100016101,Kaia_16a.1,3,1000.0,1000.0,1000.0,0,9,2,151.4,144.4,75.9,71.7,Hs,1000.0,215.0,565.0,350.0,0.0,0,Lw,NoAdj,1.3,0.5,0.15,0,0,47.7
21111911000161013,2111191100016101,Kaia_16a.1,3,1000.0,1000.0,1000.0,0,9,2,151.4,144.4,75.9,71.7,Hs,1000.0,565.0,715.0,150.0,0.0,0,LCs,NoAdj,1.3,0.5,0.15,0,0,44.5
