Id,WofBest,RmseBest,Efficiency,Global_WaterBalance,Global_WaterBalance_NormPr,ΔT_Average,∑∑ΔSink,∑ΔQ_Bot,SwcRoots,iNonConverge,ΔRunTimeHypix
1.0,0.00016244355131595748,0.0127453344921174,210.0,-0.27945102945631106,-0.056602213219225685,3600.0,430.36726631046866,12.86650108326643,352.5243819488473,0.0,2633.612
2.0,0.00015988440053505193,0.012644540344949355,360.0,-448.28789242217897,-46.87889722516945,3594.0,413.864243693283,90.86155342993014,338.8970192763778,1057.0,8380.301
3.0,0.00012489247822967348,0.011175530333262644,344.0,-335.2609476322541,-35.059264991015176,3596.0,415.31871490184494,201.00085832049075,333.01569563119784,841.0,12875.732
4.0,0.00012489247822967348,0.011175530333262644,344.0,-335.2609476322541,-35.059264991015176,3596.0,415.31871490184494,201.00085832049075,333.01569563119784,841.0,18124.328
5.0,0.00011293295854656926,0.01062699198016867,381.0,-380.3849352636785,-39.75470032130011,3584.0,399.23333538221794,170.10536381839313,342.92773095374133,1103.0,23865.948
6.0,0.00011293295854656926,0.01062699198016867,381.0,-380.3849352636785,-39.75470032130011,3584.0,399.23333538221794,170.10536381839313,342.92773095374133,1103.0,29614.454
7.0,0.00010873728454830644,0.010427717130240273,386.0,-353.9226530476647,-37.01117058876966,3583.0,400.2402414140218,197.37066283938393,334.41951606832697,1169.0,35478.518
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
